"NSFTV.ID","PSA","Treatment","Exp","Rep","DayOfImaging"
"NSFTV_323",3504,"Control","E1","1","1"
"NSFTV_324",1918,"Control","E1","1","1"
"NSFTV_325",2510,"Control","E1","1","1"
"NSFTV_326",2559,"Control","E1","1","1"
"NSFTV_327",5025,"Control","E1","1","1"
"NSFTV_328",4176,"Control","E1","1","1"
"NSFTV_329",3001,"Control","E1","1","1"
"NSFTV_33",3251,"Control","E1","1","1"
"NSFTV_330",4316,"Control","E1","1","1"
"NSFTV_331",4076,"Control","E1","1","1"
"NSFTV_332",2309,"Control","E1","1","1"
"NSFTV_333",2916,"Control","E1","1","1"
"NSFTV_334",3509,"Control","E1","1","1"
"NSFTV_336",3262,"Control","E1","1","1"
"NSFTV_337",2976,"Control","E1","1","1"
"NSFTV_338",2791,"Control","E1","1","1"
"NSFTV_339",4713,"Control","E1","1","1"
"NSFTV_340",4402,"Control","E1","1","1"
"NSFTV_341",5314,"Control","E1","1","1"
"NSFTV_342",2987,"Control","E1","1","1"
"NSFTV_343",3712,"Control","E1","1","1"
"NSFTV_345",3412,"Control","E1","1","1"
"NSFTV_346",6234,"Control","E1","1","1"
"NSFTV_347",2953,"Control","E1","1","1"
"NSFTV_348",3424,"Control","E1","1","1"
"NSFTV_349",3625,"Control","E1","1","1"
"NSFTV_352",4386,"Control","E1","1","1"
"NSFTV_353",2812,"Control","E1","1","1"
"NSFTV_355",3771,"Control","E1","1","1"
"NSFTV_356",2914,"Control","E1","1","1"
"NSFTV_357",5486,"Control","E1","1","1"
"NSFTV_358",2688,"Control","E1","1","1"
"NSFTV_359",2312,"Control","E1","1","1"
"NSFTV_36",2443,"Control","E1","1","1"
"NSFTV_360",3708,"Control","E1","1","1"
"NSFTV_363",2846,"Control","E1","1","1"
"NSFTV_364",2409,"Control","E1","1","1"
"NSFTV_365",3153,"Control","E1","1","1"
"NSFTV_366",2343,"Control","E1","1","1"
"NSFTV_368",3956,"Control","E1","1","1"
"NSFTV_369",3547,"Control","E1","1","1"
"NSFTV_37",1687,"Control","E1","1","1"
"NSFTV_370",4890,"Control","E1","1","1"
"NSFTV_371",3939,"Control","E1","1","1"
"NSFTV_372",3652,"Control","E1","1","1"
"NSFTV_373",3202,"Control","E1","1","1"
"NSFTV_375",3314,"Control","E1","1","1"
"NSFTV_376",3312,"Control","E1","1","1"
"NSFTV_377",3208,"Control","E1","1","1"
"NSFTV_378",4031,"Control","E1","1","1"
"NSFTV_379",2626,"Control","E1","1","1"
"NSFTV_380",3918,"Control","E1","1","1"
"NSFTV_381",3535,"Control","E1","1","1"
"NSFTV_384",3334,"Control","E1","1","1"
"NSFTV_385",3247,"Control","E1","1","1"
"NSFTV_386",2035,"Control","E1","1","1"
"NSFTV_387",3192,"Control","E1","1","1"
"NSFTV_388",2151,"Control","E1","1","1"
"NSFTV_389",2654,"Control","E1","1","1"
"NSFTV_39",4872,"Control","E1","1","1"
"NSFTV_390",2996,"Control","E1","1","1"
"NSFTV_391",1203,"Control","E1","1","1"
"NSFTV_392",2209,"Control","E1","1","1"
"NSFTV_394",4239,"Control","E1","1","1"
"NSFTV_395",3827,"Control","E1","1","1"
"NSFTV_396",2556,"Control","E1","1","1"
"NSFTV_397",1435,"Control","E1","1","1"
"NSFTV_4",3793,"Control","E1","1","1"
"NSFTV_40",3695,"Control","E1","1","1"
"NSFTV_41",3358,"Control","E1","1","1"
"NSFTV_43",2060,"Control","E1","1","1"
"NSFTV_44",2826,"Control","E1","1","1"
"NSFTV_45",3198,"Control","E1","1","1"
"NSFTV_46",2925,"Control","E1","1","1"
"NSFTV_49",4290,"Control","E1","1","1"
"NSFTV_5",3644,"Control","E1","1","1"
"NSFTV_50",3358,"Control","E1","1","1"
"NSFTV_51",3342,"Control","E1","1","1"
"NSFTV_52",3214,"Control","E1","1","1"
"NSFTV_53",3143,"Control","E1","1","1"
"NSFTV_54",2732,"Control","E1","1","1"
"NSFTV_55",1875,"Control","E1","1","1"
"NSFTV_56",2047,"Control","E1","1","1"
"NSFTV_57",3176,"Control","E1","1","1"
"NSFTV_58",3369,"Control","E1","1","1"
"NSFTV_59",2924,"Control","E1","1","1"
"NSFTV_6",3809,"Control","E1","1","1"
"NSFTV_60",2354,"Control","E1","1","1"
"NSFTV_61",3158,"Control","E1","1","1"
"NSFTV_616",2043,"Control","E1","1","1"
"NSFTV_618",2140,"Control","E1","1","1"
"NSFTV_619",2213,"Control","E1","1","1"
"NSFTV_62",3666,"Control","E1","1","1"
"NSFTV_620",3746,"Control","E1","1","1"
"NSFTV_621",2612,"Control","E1","1","1"
"NSFTV_622",2419,"Control","E1","1","1"
"NSFTV_623",2283,"Control","E1","1","1"
"NSFTV_624",1970,"Control","E1","1","1"
"NSFTV_625",1468,"Control","E1","1","1"
"NSFTV_626",3731,"Control","E1","1","1"
"NSFTV_627",3481,"Control","E1","1","1"
"NSFTV_629",2002,"Control","E1","1","1"
"NSFTV_63",3074,"Control","E1","1","1"
"NSFTV_633",2330,"Control","E1","1","1"
"NSFTV_634",2343,"Control","E1","1","1"
"NSFTV_64",3118,"Control","E1","1","1"
"NSFTV_641",1755,"Control","E1","1","1"
"NSFTV_642",3698,"Control","E1","1","1"
"NSFTV_643",3947,"Control","E1","1","1"
"NSFTV_647",2168,"Control","E1","1","1"
"NSFTV_65",3414,"Control","E1","1","1"
"NSFTV_651",2888,"Control","E1","1","1"
"NSFTV_66",2069,"Control","E1","1","1"
"NSFTV_67",2531,"Control","E1","1","1"
"NSFTV_68",1645,"Control","E1","1","1"
"NSFTV_7",1735,"Control","E1","1","1"
"NSFTV_70",3123,"Control","E1","1","1"
"NSFTV_71",2226,"Control","E1","1","1"
"NSFTV_72",2831,"Control","E1","1","1"
"NSFTV_73",3215,"Control","E1","1","1"
"NSFTV_74",3924,"Control","E1","1","1"
"NSFTV_75",2745,"Control","E1","1","1"
"NSFTV_76",4432,"Control","E1","1","1"
"NSFTV_77",3501,"Control","E1","1","1"
"NSFTV_78",4457,"Control","E1","1","1"
"NSFTV_79",2653,"Control","E1","1","1"
"NSFTV_8",3624,"Control","E1","1","1"
"NSFTV_80",3906,"Control","E1","1","1"
"NSFTV_81",3409,"Control","E1","1","1"
"NSFTV_83",1658,"Control","E1","1","1"
"NSFTV_84",3646,"Control","E1","1","1"
"NSFTV_85",3734,"Control","E1","1","1"
"NSFTV_86",4643,"Control","E1","1","1"
"NSFTV_87",4475,"Control","E1","1","1"
"NSFTV_88",4323,"Control","E1","1","1"
"NSFTV_89",2221,"Control","E1","1","1"
"NSFTV_9",3400,"Control","E1","1","1"
"NSFTV_90",3902,"Control","E1","1","1"
"NSFTV_92",3320,"Control","E1","1","1"
"NSFTV_93",2780,"Control","E1","1","1"
"NSFTV_94",2096,"Control","E1","1","1"
"NSFTV_96",2439,"Control","E1","1","1"
"NSFTV_97",2887,"Control","E1","1","1"
"NSFTV_98",2537,"Control","E1","1","1"
"NSFTV_99",3341,"Control","E1","1","1"
"NSFTV_1",5331,"Control","E1","1","3"
"NSFTV_10",6210,"Control","E1","1","3"
"NSFTV_101",3726,"Control","E1","1","3"
"NSFTV_102",3349,"Control","E1","1","3"
"NSFTV_103",2418,"Control","E1","1","3"
"NSFTV_104",3425,"Control","E1","1","3"
"NSFTV_105",4834,"Control","E1","1","3"
"NSFTV_106",5142,"Control","E1","1","3"
"NSFTV_107",5098,"Control","E1","1","3"
"NSFTV_108",2962,"Control","E1","1","3"
"NSFTV_109",4783,"Control","E1","1","3"
"NSFTV_11",6251,"Control","E1","1","3"
"NSFTV_112",3124,"Control","E1","1","3"
"NSFTV_113",6238,"Control","E1","1","3"
"NSFTV_114",6514,"Control","E1","1","3"
"NSFTV_115",4733,"Control","E1","1","3"
"NSFTV_116",5017,"Control","E1","1","3"
"NSFTV_117",5409,"Control","E1","1","3"
"NSFTV_118",5110,"Control","E1","1","3"
"NSFTV_120",3431,"Control","E1","1","3"
"NSFTV_121",3932,"Control","E1","1","3"
"NSFTV_122",5519,"Control","E1","1","3"
"NSFTV_123",5340,"Control","E1","1","3"
"NSFTV_124",3817,"Control","E1","1","3"
"NSFTV_125",6481,"Control","E1","1","3"
"NSFTV_128",3029,"Control","E1","1","3"
"NSFTV_129",4819,"Control","E1","1","3"
"NSFTV_13",6990,"Control","E1","1","3"
"NSFTV_130",5703,"Control","E1","1","3"
"NSFTV_131",5175,"Control","E1","1","3"
"NSFTV_132",3766,"Control","E1","1","3"
"NSFTV_133",3008,"Control","E1","1","3"
"NSFTV_134",5018,"Control","E1","1","3"
"NSFTV_135",4380,"Control","E1","1","3"
"NSFTV_139",3148,"Control","E1","1","3"
"NSFTV_14",3197,"Control","E1","1","3"
"NSFTV_140",3755,"Control","E1","1","3"
"NSFTV_141",5415,"Control","E1","1","3"
"NSFTV_142",4751,"Control","E1","1","3"
"NSFTV_143",3334,"Control","E1","1","3"
"NSFTV_144",4022,"Control","E1","1","3"
"NSFTV_145",3153,"Control","E1","1","3"
"NSFTV_146",5232,"Control","E1","1","3"
"NSFTV_147",2248,"Control","E1","1","3"
"NSFTV_148",5596,"Control","E1","1","3"
"NSFTV_149",2521,"Control","E1","1","3"
"NSFTV_15",3321,"Control","E1","1","3"
"NSFTV_150",2680,"Control","E1","1","3"
"NSFTV_151",3319,"Control","E1","1","3"
"NSFTV_152",3644,"Control","E1","1","3"
"NSFTV_153",3275,"Control","E1","1","3"
"NSFTV_154",6588,"Control","E1","1","3"
"NSFTV_155",2698,"Control","E1","1","3"
"NSFTV_156",5529,"Control","E1","1","3"
"NSFTV_157",3333,"Control","E1","1","3"
"NSFTV_158",2876,"Control","E1","1","3"
"NSFTV_159",4082,"Control","E1","1","3"
"NSFTV_16",4476,"Control","E1","1","3"
"NSFTV_160",3570,"Control","E1","1","3"
"NSFTV_161",3761,"Control","E1","1","3"
"NSFTV_162",3172,"Control","E1","1","3"
"NSFTV_163",4055,"Control","E1","1","3"
"NSFTV_164",3757,"Control","E1","1","3"
"NSFTV_165",4351,"Control","E1","1","3"
"NSFTV_166",4975,"Control","E1","1","3"
"NSFTV_167",2088,"Control","E1","1","3"
"NSFTV_168",5195,"Control","E1","1","3"
"NSFTV_169",3998,"Control","E1","1","3"
"NSFTV_17",3349,"Control","E1","1","3"
"NSFTV_171",6506,"Control","E1","1","3"
"NSFTV_172",5255,"Control","E1","1","3"
"NSFTV_173",2531,"Control","E1","1","3"
"NSFTV_174",4644,"Control","E1","1","3"
"NSFTV_176",4422,"Control","E1","1","3"
"NSFTV_177",4126,"Control","E1","1","3"
"NSFTV_179",4699,"Control","E1","1","3"
"NSFTV_18",6305,"Control","E1","1","3"
"NSFTV_180",4472,"Control","E1","1","3"
"NSFTV_182",5064,"Control","E1","1","3"
"NSFTV_183",4921,"Control","E1","1","3"
"NSFTV_184",5019,"Control","E1","1","3"
"NSFTV_185",4013,"Control","E1","1","3"
"NSFTV_186",3284,"Control","E1","1","3"
"NSFTV_187",3150,"Control","E1","1","3"
"NSFTV_188",3860,"Control","E1","1","3"
"NSFTV_189",6285,"Control","E1","1","3"
"NSFTV_19",6738,"Control","E1","1","3"
"NSFTV_190",2989,"Control","E1","1","3"
"NSFTV_191",5361,"Control","E1","1","3"
"NSFTV_192",3913,"Control","E1","1","3"
"NSFTV_193",3321,"Control","E1","1","3"
"NSFTV_195",5115,"Control","E1","1","3"
"NSFTV_198",2920,"Control","E1","1","3"
"NSFTV_199",4351,"Control","E1","1","3"
"NSFTV_200",7093,"Control","E1","1","3"
"NSFTV_202",5237,"Control","E1","1","3"
"NSFTV_203",3514,"Control","E1","1","3"
"NSFTV_205",3996,"Control","E1","1","3"
"NSFTV_206",5748,"Control","E1","1","3"
"NSFTV_207",6296,"Control","E1","1","3"
"NSFTV_208",4357,"Control","E1","1","3"
"NSFTV_209",4855,"Control","E1","1","3"
"NSFTV_21",4602,"Control","E1","1","3"
"NSFTV_211",5379,"Control","E1","1","3"
"NSFTV_213",5051,"Control","E1","1","3"
"NSFTV_214",4204,"Control","E1","1","3"
"NSFTV_215",4903,"Control","E1","1","3"
"NSFTV_216",4211,"Control","E1","1","3"
"NSFTV_217",3366,"Control","E1","1","3"
"NSFTV_218",2704,"Control","E1","1","3"
"NSFTV_219",4674,"Control","E1","1","3"
"NSFTV_220",5553,"Control","E1","1","3"
"NSFTV_221",5369,"Control","E1","1","3"
"NSFTV_222",4882,"Control","E1","1","3"
"NSFTV_223",3950,"Control","E1","1","3"
"NSFTV_224",4651,"Control","E1","1","3"
"NSFTV_225",4867,"Control","E1","1","3"
"NSFTV_226",6280,"Control","E1","1","3"
"NSFTV_227",7418,"Control","E1","1","3"
"NSFTV_228",5508,"Control","E1","1","3"
"NSFTV_229",6210,"Control","E1","1","3"
"NSFTV_23",4339,"Control","E1","1","3"
"NSFTV_231",5533,"Control","E1","1","3"
"NSFTV_233",4457,"Control","E1","1","3"
"NSFTV_234",6211,"Control","E1","1","3"
"NSFTV_235",7375,"Control","E1","1","3"
"NSFTV_236",2929,"Control","E1","1","3"
"NSFTV_237",4319,"Control","E1","1","3"
"NSFTV_239",4724,"Control","E1","1","3"
"NSFTV_24",4292,"Control","E1","1","3"
"NSFTV_240",5046,"Control","E1","1","3"
"NSFTV_241",4302,"Control","E1","1","3"
"NSFTV_242",4295,"Control","E1","1","3"
"NSFTV_243",4204,"Control","E1","1","3"
"NSFTV_244",4309,"Control","E1","1","3"
"NSFTV_245",4736,"Control","E1","1","3"
"NSFTV_246",6289,"Control","E1","1","3"
"NSFTV_247",4656,"Control","E1","1","3"
"NSFTV_248",4336,"Control","E1","1","3"
"NSFTV_25",3815,"Control","E1","1","3"
"NSFTV_250",4789,"Control","E1","1","3"
"NSFTV_251",2618,"Control","E1","1","3"
"NSFTV_252",4378,"Control","E1","1","3"
"NSFTV_253",1860,"Control","E1","1","3"
"NSFTV_254",6253,"Control","E1","1","3"
"NSFTV_255",5456,"Control","E1","1","3"
"NSFTV_256",6244,"Control","E1","1","3"
"NSFTV_257",6761,"Control","E1","1","3"
"NSFTV_258",5123,"Control","E1","1","3"
"NSFTV_259",9838,"Control","E1","1","3"
"NSFTV_26",4965,"Control","E1","1","3"
"NSFTV_260",4178,"Control","E1","1","3"
"NSFTV_261",8136,"Control","E1","1","3"
"NSFTV_262",7401,"Control","E1","1","3"
"NSFTV_263",6013,"Control","E1","1","3"
"NSFTV_264",6151,"Control","E1","1","3"
"NSFTV_265",6151,"Control","E1","1","3"
"NSFTV_266",5280,"Control","E1","1","3"
"NSFTV_267",4241,"Control","E1","1","3"
"NSFTV_268",5182,"Control","E1","1","3"
"NSFTV_269",5084,"Control","E1","1","3"
"NSFTV_27",4401,"Control","E1","1","3"
"NSFTV_270",4012,"Control","E1","1","3"
"NSFTV_271",7394,"Control","E1","1","3"
"NSFTV_272",6263,"Control","E1","1","3"
"NSFTV_273",3834,"Control","E1","1","3"
"NSFTV_274",4410,"Control","E1","1","3"
"NSFTV_275",4658,"Control","E1","1","3"
"NSFTV_277",4439,"Control","E1","1","3"
"NSFTV_278",2511,"Control","E1","1","3"
"NSFTV_279",4041,"Control","E1","1","3"
"NSFTV_280",3412,"Control","E1","1","3"
"NSFTV_281",5495,"Control","E1","1","3"
"NSFTV_282",3875,"Control","E1","1","3"
"NSFTV_283",4616,"Control","E1","1","3"
"NSFTV_284",5564,"Control","E1","1","3"
"NSFTV_285",3608,"Control","E1","1","3"
"NSFTV_286",3475,"Control","E1","1","3"
"NSFTV_287",5672,"Control","E1","1","3"
"NSFTV_288",4673,"Control","E1","1","3"
"NSFTV_289",3922,"Control","E1","1","3"
"NSFTV_29",6695,"Control","E1","1","3"
"NSFTV_290",3340,"Control","E1","1","3"
"NSFTV_291",3282,"Control","E1","1","3"
"NSFTV_292",4188,"Control","E1","1","3"
"NSFTV_293",5512,"Control","E1","1","3"
"NSFTV_294",3321,"Control","E1","1","3"
"NSFTV_295",7436,"Control","E1","1","3"
"NSFTV_296",3389,"Control","E1","1","3"
"NSFTV_297",4517,"Control","E1","1","3"
"NSFTV_298",3632,"Control","E1","1","3"
"NSFTV_299",5444,"Control","E1","1","3"
"NSFTV_3",5361,"Control","E1","1","3"
"NSFTV_30",3921,"Control","E1","1","3"
"NSFTV_300",4283,"Control","E1","1","3"
"NSFTV_301",3355,"Control","E1","1","3"
"NSFTV_302",4397,"Control","E1","1","3"
"NSFTV_303",3786,"Control","E1","1","3"
"NSFTV_304",5124,"Control","E1","1","3"
"NSFTV_305",5459,"Control","E1","1","3"
"NSFTV_306",4857,"Control","E1","1","3"
"NSFTV_307",4243,"Control","E1","1","3"
"NSFTV_309",4881,"Control","E1","1","3"
"NSFTV_31",3433,"Control","E1","1","3"
"NSFTV_310",3949,"Control","E1","1","3"
"NSFTV_311",2168,"Control","E1","1","3"
"NSFTV_312",6846,"Control","E1","1","3"
"NSFTV_313",4814,"Control","E1","1","3"
"NSFTV_314",5362,"Control","E1","1","3"
"NSFTV_315",5179,"Control","E1","1","3"
"NSFTV_316",3664,"Control","E1","1","3"
"NSFTV_317",4930,"Control","E1","1","3"
"NSFTV_318",4486,"Control","E1","1","3"
"NSFTV_32",4427,"Control","E1","1","3"
"NSFTV_320",5025,"Control","E1","1","3"
"NSFTV_322",5177,"Control","E1","1","3"
"NSFTV_323",4325,"Control","E1","1","3"
"NSFTV_324",3320,"Control","E1","1","3"
"NSFTV_325",3172,"Control","E1","1","3"
"NSFTV_326",3441,"Control","E1","1","3"
"NSFTV_327",7951,"Control","E1","1","3"
"NSFTV_328",6638,"Control","E1","1","3"
"NSFTV_329",3813,"Control","E1","1","3"
"NSFTV_33",5119,"Control","E1","1","3"
"NSFTV_330",5454,"Control","E1","1","3"
"NSFTV_331",6417,"Control","E1","1","3"
"NSFTV_332",3361,"Control","E1","1","3"
"NSFTV_333",4273,"Control","E1","1","3"
"NSFTV_334",5865,"Control","E1","1","3"
"NSFTV_336",4017,"Control","E1","1","3"
"NSFTV_337",4915,"Control","E1","1","3"
"NSFTV_338",4418,"Control","E1","1","3"
"NSFTV_339",7276,"Control","E1","1","3"
"NSFTV_340",5513,"Control","E1","1","3"
"NSFTV_341",8098,"Control","E1","1","3"
"NSFTV_342",4632,"Control","E1","1","3"
"NSFTV_343",3951,"Control","E1","1","3"
"NSFTV_345",4491,"Control","E1","1","3"
"NSFTV_346",9535,"Control","E1","1","3"
"NSFTV_347",3927,"Control","E1","1","3"
"NSFTV_348",4662,"Control","E1","1","3"
"NSFTV_349",6004,"Control","E1","1","3"
"NSFTV_352",6504,"Control","E1","1","3"
"NSFTV_353",4228,"Control","E1","1","3"
"NSFTV_355",5772,"Control","E1","1","3"
"NSFTV_356",4891,"Control","E1","1","3"
"NSFTV_357",8180,"Control","E1","1","3"
"NSFTV_358",3150,"Control","E1","1","3"
"NSFTV_359",2974,"Control","E1","1","3"
"NSFTV_36",3970,"Control","E1","1","3"
"NSFTV_360",5027,"Control","E1","1","3"
"NSFTV_363",3684,"Control","E1","1","3"
"NSFTV_364",3940,"Control","E1","1","3"
"NSFTV_365",3920,"Control","E1","1","3"
"NSFTV_366",3353,"Control","E1","1","3"
"NSFTV_368",5138,"Control","E1","1","3"
"NSFTV_369",5093,"Control","E1","1","3"
"NSFTV_37",2599,"Control","E1","1","3"
"NSFTV_370",7199,"Control","E1","1","3"
"NSFTV_371",5700,"Control","E1","1","3"
"NSFTV_372",4582,"Control","E1","1","3"
"NSFTV_373",4482,"Control","E1","1","3"
"NSFTV_375",3841,"Control","E1","1","3"
"NSFTV_376",4347,"Control","E1","1","3"
"NSFTV_377",4285,"Control","E1","1","3"
"NSFTV_378",5449,"Control","E1","1","3"
"NSFTV_379",2915,"Control","E1","1","3"
"NSFTV_380",4531,"Control","E1","1","3"
"NSFTV_381",3785,"Control","E1","1","3"
"NSFTV_384",5881,"Control","E1","1","3"
"NSFTV_385",4820,"Control","E1","1","3"
"NSFTV_386",3055,"Control","E1","1","3"
"NSFTV_387",4661,"Control","E1","1","3"
"NSFTV_388",3361,"Control","E1","1","3"
"NSFTV_389",2807,"Control","E1","1","3"
"NSFTV_39",9145,"Control","E1","1","3"
"NSFTV_390",4275,"Control","E1","1","3"
"NSFTV_391",2166,"Control","E1","1","3"
"NSFTV_392",3042,"Control","E1","1","3"
"NSFTV_394",6889,"Control","E1","1","3"
"NSFTV_395",4002,"Control","E1","1","3"
"NSFTV_396",3361,"Control","E1","1","3"
"NSFTV_397",2830,"Control","E1","1","3"
"NSFTV_4",5115,"Control","E1","1","3"
"NSFTV_40",6830,"Control","E1","1","3"
"NSFTV_41",5002,"Control","E1","1","3"
"NSFTV_43",3293,"Control","E1","1","3"
"NSFTV_44",3972,"Control","E1","1","3"
"NSFTV_45",5355,"Control","E1","1","3"
"NSFTV_46",4021,"Control","E1","1","3"
"NSFTV_49",5921,"Control","E1","1","3"
"NSFTV_5",5141,"Control","E1","1","3"
"NSFTV_50",4259,"Control","E1","1","3"
"NSFTV_51",5131,"Control","E1","1","3"
"NSFTV_52",3481,"Control","E1","1","3"
"NSFTV_53",4806,"Control","E1","1","3"
"NSFTV_54",3582,"Control","E1","1","3"
"NSFTV_55",3177,"Control","E1","1","3"
"NSFTV_56",2878,"Control","E1","1","3"
"NSFTV_57",4391,"Control","E1","1","3"
"NSFTV_58",5351,"Control","E1","1","3"
"NSFTV_59",4571,"Control","E1","1","3"
"NSFTV_6",4385,"Control","E1","1","3"
"NSFTV_60",4409,"Control","E1","1","3"
"NSFTV_61",4139,"Control","E1","1","3"
"NSFTV_616",2813,"Control","E1","1","3"
"NSFTV_618",2783,"Control","E1","1","3"
"NSFTV_619",2596,"Control","E1","1","3"
"NSFTV_62",4221,"Control","E1","1","3"
"NSFTV_620",5348,"Control","E1","1","3"
"NSFTV_621",3166,"Control","E1","1","3"
"NSFTV_622",3147,"Control","E1","1","3"
"NSFTV_623",3566,"Control","E1","1","3"
"NSFTV_624",2965,"Control","E1","1","3"
"NSFTV_625",1882,"Control","E1","1","3"
"NSFTV_626",6349,"Control","E1","1","3"
"NSFTV_627",4711,"Control","E1","1","3"
"NSFTV_629",3116,"Control","E1","1","3"
"NSFTV_63",4202,"Control","E1","1","3"
"NSFTV_633",3108,"Control","E1","1","3"
"NSFTV_634",3794,"Control","E1","1","3"
"NSFTV_64",4312,"Control","E1","1","3"
"NSFTV_641",2948,"Control","E1","1","3"
"NSFTV_642",5043,"Control","E1","1","3"
"NSFTV_643",5984,"Control","E1","1","3"
"NSFTV_647",3512,"Control","E1","1","3"
"NSFTV_65",4297,"Control","E1","1","3"
"NSFTV_651",5523,"Control","E1","1","3"
"NSFTV_66",2908,"Control","E1","1","3"
"NSFTV_67",3293,"Control","E1","1","3"
"NSFTV_68",2139,"Control","E1","1","3"
"NSFTV_7",2545,"Control","E1","1","3"
"NSFTV_70",3673,"Control","E1","1","3"
"NSFTV_71",3581,"Control","E1","1","3"
"NSFTV_72",4501,"Control","E1","1","3"
"NSFTV_73",5114,"Control","E1","1","3"
"NSFTV_74",5851,"Control","E1","1","3"
"NSFTV_75",4314,"Control","E1","1","3"
"NSFTV_76",6548,"Control","E1","1","3"
"NSFTV_77",4976,"Control","E1","1","3"
"NSFTV_78",7080,"Control","E1","1","3"
"NSFTV_79",3639,"Control","E1","1","3"
"NSFTV_8",4500,"Control","E1","1","3"
"NSFTV_80",5191,"Control","E1","1","3"
"NSFTV_81",4820,"Control","E1","1","3"
"NSFTV_83",2342,"Control","E1","1","3"
"NSFTV_84",4081,"Control","E1","1","3"
"NSFTV_85",4264,"Control","E1","1","3"
"NSFTV_86",6248,"Control","E1","1","3"
"NSFTV_87",6493,"Control","E1","1","3"
"NSFTV_88",5805,"Control","E1","1","3"
"NSFTV_89",3228,"Control","E1","1","3"
"NSFTV_9",4776,"Control","E1","1","3"
"NSFTV_90",6064,"Control","E1","1","3"
"NSFTV_92",3597,"Control","E1","1","3"
"NSFTV_93",4073,"Control","E1","1","3"
"NSFTV_94",3287,"Control","E1","1","3"
"NSFTV_96",4229,"Control","E1","1","3"
"NSFTV_97",4732,"Control","E1","1","3"
"NSFTV_98",3509,"Control","E1","1","3"
"NSFTV_99",4230,"Control","E1","1","3"
"NSFTV_1",5992,"Control","E1","1","4"
"NSFTV_10",6783,"Control","E1","1","4"
"NSFTV_101",3835,"Control","E1","1","4"
"NSFTV_102",4439,"Control","E1","1","4"
"NSFTV_103",2799,"Control","E1","1","4"
"NSFTV_104",4019,"Control","E1","1","4"
"NSFTV_105",5546,"Control","E1","1","4"
"NSFTV_106",7017,"Control","E1","1","4"
"NSFTV_107",5853,"Control","E1","1","4"
"NSFTV_108",3337,"Control","E1","1","4"
"NSFTV_109",6044,"Control","E1","1","4"
"NSFTV_11",7843,"Control","E1","1","4"
"NSFTV_112",4084,"Control","E1","1","4"
"NSFTV_113",6843,"Control","E1","1","4"
"NSFTV_114",7145,"Control","E1","1","4"
"NSFTV_115",5897,"Control","E1","1","4"
"NSFTV_116",5988,"Control","E1","1","4"
"NSFTV_117",6830,"Control","E1","1","4"
"NSFTV_118",6030,"Control","E1","1","4"
"NSFTV_120",4572,"Control","E1","1","4"
"NSFTV_121",5190,"Control","E1","1","4"
"NSFTV_122",7002,"Control","E1","1","4"
"NSFTV_123",5259,"Control","E1","1","4"
"NSFTV_124",4744,"Control","E1","1","4"
"NSFTV_125",7579,"Control","E1","1","4"
"NSFTV_128",4312,"Control","E1","1","4"
"NSFTV_129",4994,"Control","E1","1","4"
"NSFTV_13",7835,"Control","E1","1","4"
"NSFTV_130",5725,"Control","E1","1","4"
"NSFTV_131",5874,"Control","E1","1","4"
"NSFTV_132",4669,"Control","E1","1","4"
"NSFTV_133",3967,"Control","E1","1","4"
"NSFTV_134",5688,"Control","E1","1","4"
"NSFTV_135",5675,"Control","E1","1","4"
"NSFTV_139",3688,"Control","E1","1","4"
"NSFTV_14",4067,"Control","E1","1","4"
"NSFTV_140",4879,"Control","E1","1","4"
"NSFTV_141",5535,"Control","E1","1","4"
"NSFTV_142",7167,"Control","E1","1","4"
"NSFTV_143",4404,"Control","E1","1","4"
"NSFTV_144",4848,"Control","E1","1","4"
"NSFTV_145",4648,"Control","E1","1","4"
"NSFTV_146",5959,"Control","E1","1","4"
"NSFTV_147",2469,"Control","E1","1","4"
"NSFTV_148",6720,"Control","E1","1","4"
"NSFTV_149",3322,"Control","E1","1","4"
"NSFTV_15",3738,"Control","E1","1","4"
"NSFTV_150",3504,"Control","E1","1","4"
